com_id,com_nam,lin_ima,com_ele_sta,com_ele_dis,rep_typ,rec_dat,cov_sta_dat,cov_end_dat,qua_con,sem_ann_con
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12021270001+0","MA","00","POST-GENERAL","2012-12-06","2012-10-18","2012-11-26","$20,776.00",
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020900001+0","MA","00","OCTOBER QUARTERLY","2012-10-15","2012-08-18","2012-09-30","$41,068.00",
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020641334+0","MA","00","PRE-PRIMARY","2012-08-22","2012-07-01","2012-08-17",,
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020530001+0","MA","00","JULY QUARTERLY","2012-07-13","2012-04-01","2012-06-30","$76,540.00","$119,939.00"
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930689079+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-04-15","2010-10-01","2010-12-31",,
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930688597+0","","","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31",,
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030564660+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31",,
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10030400676+0","","","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30",,
"C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10030311190+0","","","APRIL QUARTERLY","2010-04-20","2010-01-01","2010-03-31",,
"C00384701","EVERY REPUBLICAN IS CRUCIAL (ERICPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10930107539+0","VA","","QUARTERLY YEAR END / SEMI-ANN","2010-01-26","2009-07-01","2009-12-31","$16,800.00","$16,800.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10021123782+0","WI","00","PRE-GENERAL","2010-12-03","2010-10-01","2010-10-13","$22,760.00","$122,266.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10021090001+0","WI","00","POST-GENERAL","2010-12-02","2010-10-14","2010-11-22","$102,816.00","$237,926.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020952220+0","WI","00","PRE-GENERAL","2010-10-18","2010-10-01","2010-10-13","$20,010.00","$105,016.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020840001+0","WI","00","OCTOBER QUARTERLY","2010-10-15","2010-08-26","2010-09-30","$53,882.00","$85,005.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020632058+0","WI","00","PRE-PRIMARY","2010-08-30","2010-07-01","2010-08-25","$20,292.00","$20,292.00"
"C00279901","FEINGOLD SENATE COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020520001+0","WI","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$15,197.00","$16,362.00"
"C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020393938+0","CA","","YEAR-END","2013-08-26","2012-07-01","2012-12-31",,"$55,560.00"
"C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021073008+0","CA","","OCTOBER QUARTERLY","2012-11-05","2012-07-01","2012-09-30","$46,182.00",
"C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020780001+0","CA","","OCTOBER QUARTERLY","2012-10-15","2012-07-01","2012-09-30","$44,232.00",
"C00315176","FEINSTEIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020611138+0","CA","","JULY QUARTERLY / SEMI-ANNUAL","2012-07-27","2012-05-19","2012-06-30","$31,193.00","$31,193.00"
"C00475103","FITZPATRICK FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13961062801+0","PA","08","QUARTERLY SEMI-ANNUAL (YE)","2013-02-20","2012-10-01","2012-12-31","$14,900.00","$45,645.00"
"C00475103","FITZPATRICK FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972652620+0","PA","08","OCTOBER QUARTERLY","2012-10-15","2012-07-01","2012-09-30","$30,745.00",
"C00412791","FORWARD TOGETHER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_29992425761+0","VA","00","QUARTERLY MID-YEAR / SEMI-ANN","2009-07-13","2009-01-01","2009-06-30","$18,000.00","$18,000.00"
"C00390674","FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_10930194047+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-28","2009-07-01","2009-12-31",,
"C00390674","FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_29992519241+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-29","2009-01-01","2009-06-30",,
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053429+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","2015-01-30","2014-10-01","2014-12-31",,"$34,600.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020814979+0","NV","00","OCTOBER QUARTERLY","2014-10-15","2014-07-01","2014-09-30","$32,000.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020491587+0","NV","00","JULY QUARTERLY","2014-07-15","2014-04-01","2014-06-30",,"$24,250.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020334320+0","","","OCTOBER QUARTERLY","2014-04-25","2013-07-01","2013-09-30",,
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020233606+0","NV","00","APRIL QUARTERLY","2014-04-15","2014-01-01","2014-03-31","$24,250.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020074173+0","NV","00","OCTOBER QUARTERLY","2014-01-31","2013-07-01","2013-10-31","$61,550.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020074168+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","2014-01-31","2013-10-01","2013-12-31","$73,849.00","$120,649.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_13020294009+0","NV","00","JULY QUARTERLY / SEMI-ANNUAL","2013-07-15","2013-04-01","2013-06-30","$98,700.00","$212,350.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_13020294014+0","NV","00","APRIL QUARTERLY","2013-07-15","2013-01-01","2013-03-31","$107,650.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020260112+0","NV","00","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30",,"$25,400.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153828+0","NV","00","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31","$25,400.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020032048+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-11-23","2010-12-31",,"$169,979.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10021010001+0","NV","00","POST-GENERAL","2010-12-02","2010-10-14","2010-11-22","$24,518.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10020713368+0","NV","00","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30","$59,663.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10020442806+0","NV","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-05-20","2010-06-30","$17,484.00","$182,284.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10020391099+0","","","PRE-PRIMARY","2010-05-27","2010-04-01","2010-05-19","$56,150.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10020202566+0","","","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31","$92,050.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_10020052598+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-10-01","2009-12-31","$110,000.00","$223,950.00"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_29020351209+0","","","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$100,200.00",
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_29020240001+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-03-19","2009-06-30","$113,950.00","$113,950.00"
"C00279315","FRIENDS OF BARBARA BOXER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020101362+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-10-01","2009-12-31","$16,800.00","$40,250.00"
"C00279315","FRIENDS OF BARBARA BOXER","http://docquery.fec.gov/cgi-bin/fecimg/?_29020383672+0","","","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$23,450.00",
"C00279315","FRIENDS OF BARBARA BOXER","http://docquery.fec.gov/cgi-bin/fecimg/?_29020262429+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$22,500.00","$22,500.00"
"C00279851","FRIENDS OF BENNIE THOMPSON","http://docquery.fec.gov/cgi-bin/fecimg/?_10990902649+0","MS","02","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$19,500.00","$19,500.00"
"C00255463","FRIENDS OF BLANCHE LINCOLN","http://docquery.fec.gov/cgi-bin/fecimg/?_10020073819+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-28","2009-10-01","2009-12-31","$95,600.00","$100,100.00"
"C00026757","FRIENDS OF CONGRESSMAN GEORGE MILLER","http://docquery.fec.gov/cgi-bin/fecimg/?_10990891053+0","CA","07","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-05-20","2010-06-30",,"$134,850.00"
"C00026757","FRIENDS OF CONGRESSMAN GEORGE MILLER","http://docquery.fec.gov/cgi-bin/fecimg/?_10990716587+0","CA","07","PRE-PRIMARY","2010-05-27","2010-04-01","2010-05-19","$18,300.00",
"C00026757","FRIENDS OF CONGRESSMAN GEORGE MILLER","http://docquery.fec.gov/cgi-bin/fecimg/?_10930573752+0","CA","07","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31","$110,050.00",
"C00370650","FRIENDS OF JEB HENSARLING","http://docquery.fec.gov/cgi-bin/fecimg/?_10990244918+0","TX","05","QUARTERLY SEMI-ANNUAL (YE)","2010-01-31","","2009-12-31",,"$117,750.00"
"C00370650","FRIENDS OF JEB HENSARLING","http://docquery.fec.gov/cgi-bin/fecimg/?_29934904532+0","TX","05","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$117,750.00",
"C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508170200231635+0","NH","00","JULY QUARTERLY","2015-08-12","2015-01-01","2015-06-30",,"$43,200.00"
"C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020135399+0","NH","00","APRIL QUARTERLY","2015-04-15","2015-01-01","2015-03-31","$43,200.00",
"C00202754","FRIENDS OF KENT CONRAD","http://docquery.fec.gov/cgi-bin/fecimg/?_10020582441+0","ND","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-29","2010-04-01","2010-06-30","$16,500.00","$16,500.00"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_13960616096+0","CA","24","QUARTERLY SEMI-ANNUAL (YE)","2013-01-31","2012-10-01","2012-12-31",,
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297100+0","CA","","QUARTERLY SEMI-ANNUAL (MY)","2012-07-11","2012-04-01","2012-06-30",,"$81,952.00"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952297102+0","CA","","QUARTERLY SEMI-ANNUAL (MY)","2012-07-11","2012-04-01","2012-06-30",,"$81,952.00"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970900364+0","CA","","APRIL QUARTERLY","2012-04-12","2012-01-01","2012-03-31","$74,671.00",
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950634604+0","","","QUARTERLY YEAR END / SEMI-ANN","2012-02-21","2011-07-01","2011-12-31","$24,755.00","$24,755.00"
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950272474+0","","","OCTOBER QUARTERLY","2012-01-30","2011-07-01","2011-09-30","$24,755.00",
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971832248+0","","","OCTOBER QUARTERLY","2011-11-11","2011-07-01","2011-09-30","$24,755.00",
"C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971596181+0","","","OCTOBER QUARTERLY","2011-10-14","2011-07-01","2011-09-30","$24,755.00",
"C00349506","FRIENDS OF MARIA","http://docquery.fec.gov/cgi-bin/fecimg/?_29020302967+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30",,
"C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020554014+0","HI","00","JULY QUARTERLY / SEMI-ANNUAL","2012-07-13","2012-04-01","2012-06-30",,"$18,084.00"
"C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020142642+0","HI","00","QUARTERLY YEAR END / SEMI-ANN","2012-01-30","2011-10-01","2011-12-31","$13,923.00","$27,809.00"
"C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020300066+0","FL","","QUARTERLY MID-YEAR / SEMI-ANN","2011-07-15","","2011-06-30",,"$84,200.00"
"C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020183330+0","FL","","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31","$76,700.00",
"C00304758","FRIENDS OF ROY BLUNT","http://docquery.fec.gov/cgi-bin/fecimg/?_29020300001+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$20,000.00","$310,534.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201507210200227729+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","2015-07-15","2015-04-01","2015-06-30","$240,060.00","$475,357.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_15020155002+0","NY","00","APRIL QUARTERLY","2015-04-15","2015-01-01","2015-03-31","$228,297.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_14020114478+0","NY","00","QUARTERLY YEAR END / SEMI-ANN","2014-01-31","2013-10-01","2013-12-31","$48,000.00","$133,600.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020491165+0","NY","00","OCTOBER QUARTERLY","2013-10-18","2013-07-01","2013-09-30","$79,600.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020343827+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","2013-07-15","2013-04-01","2013-06-30",,"$22,500.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_13020210486+0","NY","00","APRIL QUARTERLY","2013-04-15","2013-01-01","2013-03-31","$22,500.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520197+0","NY","00","JULY QUARTERLY","2012-07-13","2012-04-01","2012-06-30","$21,000.00","$21,000.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020281767+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30","$29,350.00","$29,350.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020060140+0","NY","00","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-07-01","2010-12-31","$142,050.00","$142,050.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020820001+0","NY","00","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30","$117,400.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020524158+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30","$291,140.00","$389,940.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020300001+0","","","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31","$98,800.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_10020093525+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-10-01","2009-12-31","$178,450.00","$281,600.00"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_29020413335+0","","","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$81,550.00",
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_29020291777+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$128,050.00","$292,075.00"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_13020054764+0","OH","00","QUARTERLY YEAR END / SEMI-ANN","2013-01-31","2012-11-27","2012-12-31",,"$188,648.00"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12021133270+0","OH","00","POST-GENERAL","2012-12-06","2012-10-18","2012-11-26","$18,915.00",
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020740001+0","OH","00","OCTOBER QUARTERLY","2012-10-15","2012-07-01","2012-09-30","$107,793.00",
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020441280+0","OH","00","JULY QUARTERLY","2012-07-13","2012-04-01","2012-06-30","$17,666.00","$40,355.00"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020053100+0","OH","00","QUARTERLY YEAR END / SEMI-ANN","2012-01-31","2011-10-01","2011-12-31","$36,836.00","$129,538.00"
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_11020374516+0","OH","00","OCTOBER QUARTERLY","2011-10-14","2011-07-01","2011-09-30","$86,061.00",
"C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_29020223909+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$17,500.00","$17,500.00"
"C00269407","FUTURE LEADERS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992519130+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-29","2009-01-01","2009-06-30",,
"C00609578","GEIGER FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201603169009769336+0","","","MARCH MONTHLY","2016-03-16","2016-02-01","2016-02-29",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020250954+0","","","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020180001+0","","","APRIL QUARTERLY","2011-04-15","2011-01-01","2011-03-31",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020060001+0","NY","00","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-10-01","2010-12-31",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020881950+0","NY","00","OCTOBER QUARTERLY","2010-10-15","2010-08-26","2010-09-30",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020553862+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-15","2010-04-01","2010-06-30",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020290001+0","","","APRIL QUARTERLY","2010-04-15","2010-01-01","2010-03-31",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020110006+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-30","2009-10-01","2009-12-31",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020362220+0","","","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30",,
"C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020421936+0","","","JULY QUARTERLY","2009-07-15","2009-04-01","2009-06-30",,
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12972670892+0","","","OCTOBER QUARTERLY","2012-10-15","2012-08-09","2012-09-30","$37,577.00",
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12954315213+0","AZ","04","PRE-PRIMARY","2012-10-11","2012-07-01","2012-08-08","$66,310.00",
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674499+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2012-09-24","2012-01-01","2012-06-30","$51,527.00","$51,527.00"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12953674501+0","AZ","04","PRE-PRIMARY","2012-09-24","2012-07-01","2012-08-08","$79,810.00",
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952652613+0","AZ","04","PRE-PRIMARY","2012-08-16","2012-07-01","2012-08-08","$78,785.00",
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12971673929+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2012-07-18","2012-01-01","2012-06-30","$50,777.00","$50,777.00"
"C00506253","GOULD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12952497675+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2012-07-16","2012-01-01","2012-06-30","$50,777.00","$50,777.00"
"C00553172","GREEN SENATE 2014","http://docquery.fec.gov/cgi-bin/fecimg/?_14020451849+0","","","JULY QUARTERLY","2014-07-11","2014-04-01","2014-06-30",,"$103,400.00"
"C00553172","GREEN SENATE 2014","http://docquery.fec.gov/cgi-bin/fecimg/?_14020174897+0","","","APRIL QUARTERLY","2014-04-08","2014-01-01","2014-03-31","$103,400.00","$103,400.00"
"C00388793","GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931451678+0","AL","06","OCTOBER QUARTERLY","2010-10-15","","2010-09-30","$22,500.00",
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020090124+0","NC","00","QUARTERLY YEAR END / SEMI-ANN","2015-02-01","2014-11-25","2014-12-31",,"$207,181.00"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14021361747+0","NC","00","POST-GENERAL","2014-12-04","2014-10-16","2014-11-24","$26,124.00",
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020870001+0","NC","00","OCTOBER QUARTERLY","2014-10-15","2014-07-01","2014-09-30","$139,617.00",
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020520820+0","NC","00","JULY QUARTERLY / SEMI-ANNUAL","2014-07-15","2014-04-01","2014-06-30","$52,401.00","$80,001.00"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020174504+0","NC","00","QUARTERLY YEAR END / SEMI-ANN","2014-03-28","2013-06-01","2013-12-31","$51,645.00","$51,645.00"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020450584+0","NC","00","OCTOBER QUARTERLY","2013-10-15","2013-07-01","2013-09-30","$40,250.00",
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020054856+0","ND","","QUARTERLY YEAR END / SEMI-ANN","2013-01-31","2012-11-27","2012-12-31",,"$70,617.00"
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021133266+0","ND","","OCTOBER QUARTERLY","2012-12-06","2012-10-18","2012-11-26","$17,902.00",
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020751836+0","ND","","OCTOBER QUARTERLY","2012-10-15","2012-07-01","2012-09-30","$36,702.00",
"C00505552","HEIDI FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020520521+0","ND","","JULY QUARTERLY","2012-07-13","2012-04-01","2012-06-30","$19,509.00","$23,164.00"
"C00376038","HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10990177884+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-28","2009-07-01","2009-12-31",,
"C00376038","HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29992536538+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-30","2009-01-01","2009-06-30",,
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281848+0","NY","","QUARTERLY YEAR END / SEMI-ANN","2016-01-31","2015-10-01","2015-12-31","$716,981.00","$2,050,443.00"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003075838+0","NY","","OCTOBER QUARTERLY","2015-10-15","2015-07-01","2015-09-30","$1,099,913.00",
